JP Object Name,Global Object Name,Internal Name,LOD1,LOD1 Hash,LOD2,LOD2 Hash,LOD3,LOD3 Hash,LOD4,LOD4 Hash,Collision,Common (Animation, if existant),Effect,Trait 1,Trait 2,Trait 3,Trait 4,Trait 5,Trait 6,Trait 7,Trait 8,Null Hashes indicate unfound files
学校の大型掲示板,Large School Message Board,ob_1000_1105,object/map_object/ob_1000_1105_l1.ice,c8\25ebbb2bb51877714b173ed278fcf7,object/map_object/ob_1000_1105_l2.ice,,object/map_object/ob_1000_1105_l3.ice,,object/map_object/ob_1000_1105_l4.ice,,object/map_object/ob_1000_1105_col.ice,23\b6b59575e76270f635f7d158ca1242,object/map_object/ob_1000_1105_com.ice,e7\28ae4cf7ebe9ea100cd64b966286da,object/map_object/ob_1000_1105_eff.ice,,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
学校の掲示板,School Message Board,ob_1000_1106,object/map_object/ob_1000_1106_l1.ice,74\9c7c0e3368c341597bc6a118147c52,object/map_object/ob_1000_1106_l2.ice,,object/map_object/ob_1000_1106_l3.ice,,object/map_object/ob_1000_1106_l4.ice,,object/map_object/ob_1000_1106_col.ice,d8\5d1cdbe3d61daaa0a93b36363b80e8,object/map_object/ob_1000_1106_com.ice,58\8094dfe336643595cccddbc6c2c3d2,object/map_object/ob_1000_1106_eff.ice,,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
アサガオの鉢,Morning Glory Flowerpot,ob_1000_1107,object/map_object/ob_1000_1107_l1.ice,27\bc623d0fd13f4e84245f2dac4158dc,object/map_object/ob_1000_1107_l2.ice,,object/map_object/ob_1000_1107_l3.ice,,object/map_object/ob_1000_1107_l4.ice,,object/map_object/ob_1000_1107_col.ice,29\c909dff926bb9417f6c649871a44f9,object/map_object/ob_1000_1107_com.ice,06\2095093f0e8df3375246eb14aa6dc2,object/map_object/ob_1000_1107_eff.ice,,[Nature],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
教科書セット,Textbook Set,ob_1000_1108,object/map_object/ob_1000_1108_l1.ice,ed\6ef7a089ce5d27753b69bb3ddf517f,object/map_object/ob_1000_1108_l2.ice,,object/map_object/ob_1000_1108_l3.ice,,object/map_object/ob_1000_1108_l4.ice,,object/map_object/ob_1000_1108_col.ice,79\6a1c5f32445f1d24b16a6fd553945e,object/map_object/ob_1000_1108_com.ice,3e\a1b105cdfeb12d321fa2d070ae33d7,object/map_object/ob_1000_1108_eff.ice,,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
黒ランドセル,Backpack - Black,ob_1000_1109,object/map_object/ob_1000_1109_l1.ice,4d\037b4c368ce0fc54be30f83307c6a2,object/map_object/ob_1000_1109_l2.ice,,object/map_object/ob_1000_1109_l3.ice,,object/map_object/ob_1000_1109_l4.ice,,object/map_object/ob_1000_1109_col.ice,a0\dd4232b4b0b18a6a13060343dfe978,object/map_object/ob_1000_1109_com.ice,1f\8171fd5d1309a3019f52db0814d5b1,object/map_object/ob_1000_1109_eff.ice,,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
スクールバッグ,Satchel,ob_1000_1110,object/map_object/ob_1000_1110_l1.ice,e4\661b1bfa6a3cc09166f06719bb8add,object/map_object/ob_1000_1110_l2.ice,,object/map_object/ob_1000_1110_l3.ice,,object/map_object/ob_1000_1110_l4.ice,,object/map_object/ob_1000_1110_col.ice,2e\7313a66b1b1e3f1b2504b0a1b50bf4,object/map_object/ob_1000_1110_com.ice,39\fe278d4518b34fd89c2b6580d4168f,object/map_object/ob_1000_1110_eff.ice,,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
学校の給食,School Lunch,ob_1000_1111,object/map_object/ob_1000_1111_l1.ice,c6\b0bf824b01b3ec405262fbe648b398,object/map_object/ob_1000_1111_l2.ice,,object/map_object/ob_1000_1111_l3.ice,,object/map_object/ob_1000_1111_l4.ice,,object/map_object/ob_1000_1111_col.ice,f8\952788087a06455bffc94ebca42a2c,object/map_object/ob_1000_1111_com.ice,a0\6f1cce17e178c43ddce0392a878b23,object/map_object/ob_1000_1111_eff.ice,,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
保健室のベッドB,Nurse's Office Bed B,ob_1000_1112,object/map_object/ob_1000_1112_l1.ice,d6\9e4aac4ae03d9613b74db4b4fd0fc4,object/map_object/ob_1000_1112_l2.ice,,object/map_object/ob_1000_1112_l3.ice,,object/map_object/ob_1000_1112_l4.ice,,object/map_object/ob_1000_1112_col.ice,04\eb1dab405787780848b4c0e1407c47,object/map_object/ob_1000_1112_com.ice,30\5c669d1277ad5516476a11b338737e,object/map_object/ob_1000_1112_eff.ice,,[Furniture],[Fu_Stock],[SendLiedown],[0],[0],[Common_1],[0],[0]
学校の机C,School Desk C,ob_1000_1113,object/map_object/ob_1000_1113_l1.ice,83\a7552190664fc58f894f5b43be5bae,object/map_object/ob_1000_1113_l2.ice,,object/map_object/ob_1000_1113_l3.ice,,object/map_object/ob_1000_1113_l4.ice,,object/map_object/ob_1000_1113_col.ice,da\3b5427ee325f788d6ef4ed57783496,object/map_object/ob_1000_1113_com.ice,34\2eda278982adaedee62b011cf9da88,object/map_object/ob_1000_1113_eff.ice,,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
学校の椅子C,School Chair C,ob_1000_1114,object/map_object/ob_1000_1114_l1.ice,5a\dae069e8a6ced041fa59c96ebcff7c,object/map_object/ob_1000_1114_l2.ice,,object/map_object/ob_1000_1114_l3.ice,,object/map_object/ob_1000_1114_l4.ice,,object/map_object/ob_1000_1114_col.ice,ec\be3a75125f428f930b9b6d1d316812,object/map_object/ob_1000_1114_com.ice,fc\9ddc07a1d8a491fab3741b6bbfee5a,object/map_object/ob_1000_1114_eff.ice,,[Furniture],[Fu_Stock],[SendSit],[0],[0],[Common_1],[0],[0]
パイプ椅子B,Folding Chair B,ob_1000_1115,object/map_object/ob_1000_1115_l1.ice,88\8b575df6dee27f038c984f09fc3d33,object/map_object/ob_1000_1115_l2.ice,,object/map_object/ob_1000_1115_l3.ice,,object/map_object/ob_1000_1115_l4.ice,,object/map_object/ob_1000_1115_col.ice,23\71b4322684481a7de5cb1db4a8ae13,object/map_object/ob_1000_1115_com.ice,c9\c00cbd4426a3c42afbd4174772d6fb,object/map_object/ob_1000_1115_eff.ice,,[Furniture],[Fu_Stock],[SendSit],[0],[0],[Common_1],[0],[0]
学校のロッカーB,School Locker B,ob_1000_1116,object/map_object/ob_1000_1116_l1.ice,90\f9fb7af016f06e0412031f6c5528ce,object/map_object/ob_1000_1116_l2.ice,,object/map_object/ob_1000_1116_l3.ice,,object/map_object/ob_1000_1116_l4.ice,,object/map_object/ob_1000_1116_col.ice,5a\41aff1e76c3b2ae3338877759d440f,object/map_object/ob_1000_1116_com.ice,5a\77c3451b1105e552106978495a8dc5,object/map_object/ob_1000_1116_eff.ice,,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
学校の大型掲示板B,Large School Message Board B,ob_1000_1117,object/map_object/ob_1000_1117_l1.ice,6c\9c2db852b411724e277cb74857c2cb,object/map_object/ob_1000_1117_l2.ice,,object/map_object/ob_1000_1117_l3.ice,,object/map_object/ob_1000_1117_l4.ice,,object/map_object/ob_1000_1117_col.ice,97\608a93949aefeb8e8aaad97cac76b1,object/map_object/ob_1000_1117_com.ice,3b\c0392aa45b63feb45441b0f21e4195,object/map_object/ob_1000_1117_eff.ice,,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
学校の掲示板B,School Message Board B,ob_1000_1118,object/map_object/ob_1000_1118_l1.ice,15\d6f5492d18077c85acb33931a69d69,object/map_object/ob_1000_1118_l2.ice,,object/map_object/ob_1000_1118_l3.ice,,object/map_object/ob_1000_1118_l4.ice,,object/map_object/ob_1000_1118_col.ice,ba\f1a18d33eda8be0aeadf25ef022e74,object/map_object/ob_1000_1118_com.ice,b2\d0361d791737d017ab9f4aa062ab7f,object/map_object/ob_1000_1118_eff.ice,,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
アサガオの鉢B,Morning Glory Flowerpot B,ob_1000_1119,object/map_object/ob_1000_1119_l1.ice,c5\0f4c420d97877f7d9a6dea1fa3f73c,object/map_object/ob_1000_1119_l2.ice,,object/map_object/ob_1000_1119_l3.ice,,object/map_object/ob_1000_1119_l4.ice,,object/map_object/ob_1000_1119_col.ice,75\be917813c95af3cf2a01aea8e58f85,object/map_object/ob_1000_1119_com.ice,60\ec655994b950173f622ebea910c772,object/map_object/ob_1000_1119_eff.ice,,[Nature],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
教科書セットB,Textbook Set B,ob_1000_1120,object/map_object/ob_1000_1120_l1.ice,50\41aefb21c00e5cd811cbf3205fb8dd,object/map_object/ob_1000_1120_l2.ice,,object/map_object/ob_1000_1120_l3.ice,,object/map_object/ob_1000_1120_l4.ice,,object/map_object/ob_1000_1120_col.ice,04\d554549bb2da665f0c19461b8fc7a8,object/map_object/ob_1000_1120_com.ice,3c\9fc84e8c087a18db133b47fbfe801a,object/map_object/ob_1000_1120_eff.ice,,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
赤ランドセル,Backpack - Red,ob_1000_1121,object/map_object/ob_1000_1121_l1.ice,ad\575ce4762e20729710a100ebf9e4de,object/map_object/ob_1000_1121_l2.ice,,object/map_object/ob_1000_1121_l3.ice,,object/map_object/ob_1000_1121_l4.ice,,object/map_object/ob_1000_1121_col.ice,01\a982dcc4b59d55a3c67ff49bed2e91,object/map_object/ob_1000_1121_com.ice,2c\e607de1d6c98f4e7cfbc7178ebe707,object/map_object/ob_1000_1121_eff.ice,,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
スクールバッグB,Satchel B,ob_1000_1122,object/map_object/ob_1000_1122_l1.ice,0f\8b06d6b530ca33b9dbd907a19d8c6d,object/map_object/ob_1000_1122_l2.ice,,object/map_object/ob_1000_1122_l3.ice,,object/map_object/ob_1000_1122_l4.ice,,object/map_object/ob_1000_1122_col.ice,a6\582079c22a2ce7d5753296b91fa585,object/map_object/ob_1000_1122_com.ice,92\41780c26222062c562f546c0688dc1,object/map_object/ob_1000_1122_eff.ice,,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
学校の給食B,School Lunch B,ob_1000_1123,object/map_object/ob_1000_1123_l1.ice,97\f53b396b104911b4f2e9ca4eeb9a29,object/map_object/ob_1000_1123_l2.ice,,object/map_object/ob_1000_1123_l3.ice,,object/map_object/ob_1000_1123_l4.ice,,object/map_object/ob_1000_1123_col.ice,8f\d5e7b33910040013c26777c15c1900,object/map_object/ob_1000_1123_com.ice,4b\25d88fa8fbbb5254e68169dc6ab895,object/map_object/ob_1000_1123_eff.ice,,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
掃除用具入れ,Janitor's Closet,ob_1000_1124,object/map_object/ob_1000_1124_l1.ice,e8\9f26715087d3b4f0c0e25d4f015b43,object/map_object/ob_1000_1124_l2.ice,,object/map_object/ob_1000_1124_l3.ice,,object/map_object/ob_1000_1124_l4.ice,,object/map_object/ob_1000_1124_col.ice,42\01cf879994c72befa82fd46da33511,object/map_object/ob_1000_1124_com.ice,7b\ce41e065722e4d32429fef56fb7eaf,object/map_object/ob_1000_1124_eff.ice,,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
学校の下駄箱,School Shoe Rack,ob_1000_1125,object/map_object/ob_1000_1125_l1.ice,91\d4df70183ece6c8bb04632f35a5b73,object/map_object/ob_1000_1125_l2.ice,,object/map_object/ob_1000_1125_l3.ice,,object/map_object/ob_1000_1125_l4.ice,,object/map_object/ob_1000_1125_col.ice,e8\fa5899b54ff6ab007d16ac0e339f6d,object/map_object/ob_1000_1125_com.ice,8e\c9fc7e0a4d33678259bfaf6bdcb770,object/map_object/ob_1000_1125_eff.ice,,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
学校の本棚,School Bookshelf,ob_1000_1126,object/map_object/ob_1000_1126_l1.ice,ab\f7070443942f54c856cb8d583fb340,object/map_object/ob_1000_1126_l2.ice,,object/map_object/ob_1000_1126_l3.ice,,object/map_object/ob_1000_1126_l4.ice,,object/map_object/ob_1000_1126_col.ice,62\0b5727fe6b0c40febfc396e3ce4af5,object/map_object/ob_1000_1126_com.ice,82\25f33ef6c79962e1226a4c98b0cf94,object/map_object/ob_1000_1126_eff.ice,,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
実験用机,Experiment Table,ob_1000_1127,object/map_object/ob_1000_1127_l1.ice,7c\86fdcb3f7fe555d15b623691b19c7c,object/map_object/ob_1000_1127_l2.ice,,object/map_object/ob_1000_1127_l3.ice,,object/map_object/ob_1000_1127_l4.ice,,object/map_object/ob_1000_1127_col.ice,6b\e4df693e666104743a412896da7a66,object/map_object/ob_1000_1127_com.ice,10\6dcb8e4ced75a85dfefb14df405f84,object/map_object/ob_1000_1127_eff.ice,,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
人体模型,Anatomy Model,ob_1000_1128,object/map_object/ob_1000_1128_l1.ice,af\15da09d9c6fa56fd44be610d26f2b0,object/map_object/ob_1000_1128_l2.ice,,object/map_object/ob_1000_1128_l3.ice,,object/map_object/ob_1000_1128_l4.ice,,object/map_object/ob_1000_1128_col.ice,fc\5a813004b77530991c34b36d176213,object/map_object/ob_1000_1128_com.ice,09\4c6502e0f24acb96b2f5bd3a3f9018,object/map_object/ob_1000_1128_eff.ice,,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
実験セット,Lab Experiment Set,ob_1000_1129,object/map_object/ob_1000_1129_l1.ice,6b\f342fcfe64cb1b32e5162a18414bf8,object/map_object/ob_1000_1129_l2.ice,,object/map_object/ob_1000_1129_l3.ice,,object/map_object/ob_1000_1129_l4.ice,,object/map_object/ob_1000_1129_col.ice,64\3cf78ae2c069becdac0b79c58856c1,object/map_object/ob_1000_1129_com.ice,56\5b29e9f072f0e6ed916da639506d22,object/map_object/ob_1000_1129_eff.ice,,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
絵画セット,Painting Set,ob_1000_1130,object/map_object/ob_1000_1130_l1.ice,4f\c8f52a0c28acfb03b69a0a089ffb78,object/map_object/ob_1000_1130_l2.ice,,object/map_object/ob_1000_1130_l3.ice,,object/map_object/ob_1000_1130_l4.ice,,object/map_object/ob_1000_1130_col.ice,8c\aa24c0135b68a3130b02a9735334a4,object/map_object/ob_1000_1130_com.ice,0b\e41f00f6dd45437337e8cced5efc56,object/map_object/ob_1000_1130_eff.ice,,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
水槽,Aquarium,ob_1000_1131,object/map_object/ob_1000_1131_l1.ice,ad\6063f6079723b991ff25f28368096e,object/map_object/ob_1000_1131_l2.ice,,object/map_object/ob_1000_1131_l3.ice,,object/map_object/ob_1000_1131_l4.ice,,object/map_object/ob_1000_1131_col.ice,0d\58d2db3b4ca293e3b6b9694c02084a,object/map_object/ob_1000_1131_com.ice,97\e07ff46cad467b40f6e5fc1aa9aa99,object/map_object/ob_1000_1131_eff.ice,,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
跳び箱,Vaulting Horse,ob_1000_1132,object/map_object/ob_1000_1132_l1.ice,0c\b9263f3c1d47abc9be103a63207bac,object/map_object/ob_1000_1132_l2.ice,,object/map_object/ob_1000_1132_l3.ice,,object/map_object/ob_1000_1132_l4.ice,,object/map_object/ob_1000_1132_col.ice,1a\0835f2b3cc86e5b08cdbd7fe67abf8,object/map_object/ob_1000_1132_com.ice,d1\00691760a48ab5763a7dc545811d15,object/map_object/ob_1000_1132_eff.ice,,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
体育マット,Exercise Mat,ob_1000_1133,object/map_object/ob_1000_1133_l1.ice,31\6acc25065248c8f67565d464b9213b,object/map_object/ob_1000_1133_l2.ice,,object/map_object/ob_1000_1133_l3.ice,,object/map_object/ob_1000_1133_l4.ice,,object/map_object/ob_1000_1133_col.ice,74\8f905a6ec9f87d14f8dec778f5db1a,object/map_object/ob_1000_1133_com.ice,ae\e9cc4511f1e0ddc7cbfa91ffd34eb1,object/map_object/ob_1000_1133_eff.ice,,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
ラインパウダー,Chalk Line,ob_1000_1134,object/map_object/ob_1000_1134_l1.ice,f1\b0f25bc86db630555dd484807ff1ca,object/map_object/ob_1000_1134_l2.ice,,object/map_object/ob_1000_1134_l3.ice,,object/map_object/ob_1000_1134_l4.ice,,object/map_object/ob_1000_1134_col.ice,b4\e47cad3fbaf073c462e1edf8384057,object/map_object/ob_1000_1134_com.ice,09\f6d74193ecd4f0f3c473e18c1371e2,object/map_object/ob_1000_1134_eff.ice,,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
学校のベンチ,School Bench,ob_1000_1135,object/map_object/ob_1000_1135_l1.ice,d4\20ff58774d010d1a1bc9ef14d769b6,object/map_object/ob_1000_1135_l2.ice,,object/map_object/ob_1000_1135_l3.ice,,object/map_object/ob_1000_1135_l4.ice,,object/map_object/ob_1000_1135_col.ice,cc\647d9fe50de61525ca36b1ab81951f,object/map_object/ob_1000_1135_com.ice,65\0f17134da034cb6926f833dfbe669b,object/map_object/ob_1000_1135_eff.ice,,[Furniture],[Fu_Stock],[SendSit],[0],[0],[Common_1],[0],[0]
リゾートライト,Resort Lighting,ob_1000_1136,object/map_object/ob_1000_1136_l1.ice,73\3cf9a51a62ecca38a37ea09d55126b,object/map_object/ob_1000_1136_l2.ice,,object/map_object/ob_1000_1136_l3.ice,,object/map_object/ob_1000_1136_l4.ice,,object/map_object/ob_1000_1136_col.ice,9e\72bf394de1991458e4e8c192cdd22e,object/map_object/ob_1000_1136_com.ice,28\e353691a06322993754f1ddd5edaa7,object/map_object/ob_1000_1136_eff.ice,0d\c8edb1ef09536c1d3d5b397e4f2c9b,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1_Light_3],[Group_Light],[0]
リゾートベッド,Resort Bed,ob_1000_1137,object/map_object/ob_1000_1137_l1.ice,5a\68bc0fb466fbb71f1c02c736dcad8e,object/map_object/ob_1000_1137_l2.ice,,object/map_object/ob_1000_1137_l3.ice,,object/map_object/ob_1000_1137_l4.ice,,object/map_object/ob_1000_1137_col.ice,78\f583ac8f6bc1234d0834d9b4a65e5e,object/map_object/ob_1000_1137_com.ice,64\87429693af9576f0613f7b7a693ab2,object/map_object/ob_1000_1137_eff.ice,,[Furniture],[Fu_Stock],[SendLiedown],[0],[0],[Common_1],[0],[0]
リゾートローテーブル,Resort Low Table,ob_1000_1138,object/map_object/ob_1000_1138_l1.ice,c1\e9254303727e14a99d39e01e667aa4,object/map_object/ob_1000_1138_l2.ice,,object/map_object/ob_1000_1138_l3.ice,,object/map_object/ob_1000_1138_l4.ice,,object/map_object/ob_1000_1138_col.ice,15\c8ec718eba10ff906846cdca7236be,object/map_object/ob_1000_1138_com.ice,ef\ba8f764252fdb36e39c22703ee9fee,object/map_object/ob_1000_1138_eff.ice,,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
リゾートチェア,Resort Chair,ob_1000_1139,object/map_object/ob_1000_1139_l1.ice,eb\cd31b432edac66eacccd53f611e911,object/map_object/ob_1000_1139_l2.ice,,object/map_object/ob_1000_1139_l3.ice,,object/map_object/ob_1000_1139_l4.ice,,object/map_object/ob_1000_1139_col.ice,a2\a65635f25a1f737b96d4e285148ae7,object/map_object/ob_1000_1139_com.ice,c3\d1acce6664d043516cf30aa2709c4e,object/map_object/ob_1000_1139_eff.ice,,[Furniture],[Fu_Stock],[SendSit],[0],[0],[Common_1],[0],[0]
リゾートソファ,Resort Sofa,ob_1000_1140,object/map_object/ob_1000_1140_l1.ice,b5\d561ae20896f3ef39f50ce35474414,object/map_object/ob_1000_1140_l2.ice,,object/map_object/ob_1000_1140_l3.ice,,object/map_object/ob_1000_1140_l4.ice,,object/map_object/ob_1000_1140_col.ice,f6\af8b6586739f56bcb080f65352e163,object/map_object/ob_1000_1140_com.ice,9d\856566cf9eed5691fcb769d43830dd,object/map_object/ob_1000_1140_eff.ice,,[Furniture],[Fu_Stock],[SendSit],[0],[0],[Common_1],[0],[0]
リゾートラグ,Resort Rug,ob_1000_1141,object/map_object/ob_1000_1141_l1.ice,62\bf41d40a7b3abaa66ef50291a9899c,object/map_object/ob_1000_1141_l2.ice,,object/map_object/ob_1000_1141_l3.ice,,object/map_object/ob_1000_1141_l4.ice,,object/map_object/ob_1000_1141_col.ice,a6\84b5f443e60030f3527a3e0ababb28,object/map_object/ob_1000_1141_com.ice,55\3b4c4ffd507583ef04ebbe0b816270,object/map_object/ob_1000_1141_eff.ice,,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
リゾートシェルフ,Resort Shelf,ob_1000_1142,object/map_object/ob_1000_1142_l1.ice,2d\13068c4dc7b51f9144a8a9487fe08c,object/map_object/ob_1000_1142_l2.ice,,object/map_object/ob_1000_1142_l3.ice,,object/map_object/ob_1000_1142_l4.ice,,object/map_object/ob_1000_1142_col.ice,53\b8bc7060e5a711abc2fbef29a13e4c,object/map_object/ob_1000_1142_com.ice,19\cca877d45c5621e7088f4b1558267a,object/map_object/ob_1000_1142_eff.ice,,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
リゾートスタンド,Resort Stand,ob_1000_1143,object/map_object/ob_1000_1143_l1.ice,4d\ce811309e31f98a0a98bc7b6397ac0,object/map_object/ob_1000_1143_l2.ice,,object/map_object/ob_1000_1143_l3.ice,,object/map_object/ob_1000_1143_l4.ice,,object/map_object/ob_1000_1143_col.ice,88\1b4e5ff5c47b456d25ac7473dc9c60,object/map_object/ob_1000_1143_com.ice,ed\322ebcaa2822933500d379558a12ed,object/map_object/ob_1000_1143_eff.ice,4e\d0f594e2398ef1ffb079f4d8471c5b,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1_Light_12],[Group_Light],[0]
リゾートスクリーン,Resort Screen,ob_1000_1144,object/map_object/ob_1000_1144_l1.ice,f1\49083fe30c420b129b4f8bb8b8515c,object/map_object/ob_1000_1144_l2.ice,,object/map_object/ob_1000_1144_l3.ice,,object/map_object/ob_1000_1144_l4.ice,,object/map_object/ob_1000_1144_col.ice,03\1b147ac04cdfcecb4642fcdfab84d9,object/map_object/ob_1000_1144_com.ice,f6\5b94e6c97c02da5c461428c90ebf1d,object/map_object/ob_1000_1144_eff.ice,,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
リゾートロングチェア,Resort Long Chair,ob_1000_1145,object/map_object/ob_1000_1145_l1.ice,33\f743a3f676e1b0e2f16e46584bf46b,object/map_object/ob_1000_1145_l2.ice,,object/map_object/ob_1000_1145_l3.ice,,object/map_object/ob_1000_1145_l4.ice,,object/map_object/ob_1000_1145_col.ice,ff\2460bd06e06f0676cd13603754777e,object/map_object/ob_1000_1145_com.ice,5a\ba39c7a7ba1b0a322106996c1f28af,object/map_object/ob_1000_1145_eff.ice,,[Furniture],[Fu_Stock],[SendLiedown],[0],[0],[Common_1],[0],[0]
リゾートサイドテーブル,Resort Side Table,ob_1000_1146,object/map_object/ob_1000_1146_l1.ice,e3\e39de990dba7fc667cbe87316541f2,object/map_object/ob_1000_1146_l2.ice,,object/map_object/ob_1000_1146_l3.ice,,object/map_object/ob_1000_1146_l4.ice,,object/map_object/ob_1000_1146_col.ice,3b\05d1f09acc57428ca519e2e8513f9f,object/map_object/ob_1000_1146_com.ice,cf\97daf97bb509f41a544d026259fe46,object/map_object/ob_1000_1146_eff.ice,,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
リゾートタペストリー,Resort Tapestry,ob_1000_1147,object/map_object/ob_1000_1147_l1.ice,4b\90db9ebb512764d772760e2d506979,object/map_object/ob_1000_1147_l2.ice,,object/map_object/ob_1000_1147_l3.ice,,object/map_object/ob_1000_1147_l4.ice,,object/map_object/ob_1000_1147_col.ice,03\2f74c93d5321d687b0bc32e673683d,object/map_object/ob_1000_1147_com.ice,49\52fcbb83a4116291b0f686f6d3202f,object/map_object/ob_1000_1147_eff.ice,,[Furniture],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
リゾートパーム,Resort Palm Tree,ob_1000_1160,object/map_object/ob_1000_1160_l1.ice,c7\3a92bbf75fedd7c4caf3277d8c669e,object/map_object/ob_1000_1160_l2.ice,,object/map_object/ob_1000_1160_l3.ice,,object/map_object/ob_1000_1160_l4.ice,,object/map_object/ob_1000_1160_col.ice,b2\f4462786165b9799da7dc19daf374d,object/map_object/ob_1000_1160_com.ice,9d\318ccc62d0a9be3341297173391a46,object/map_object/ob_1000_1160_eff.ice,,[Nature],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
リゾートプランター,Resort Planter,ob_1000_1161,object/map_object/ob_1000_1161_l1.ice,41\5ec6d93053a6409256eacd8bd9c40a,object/map_object/ob_1000_1161_l2.ice,,object/map_object/ob_1000_1161_l3.ice,,object/map_object/ob_1000_1161_l4.ice,,object/map_object/ob_1000_1161_col.ice,96\c3dcaf49360d94488284f20889d952,object/map_object/ob_1000_1161_com.ice,f2\634cfe7c9a95b150c2aa46ab568fc0,object/map_object/ob_1000_1161_eff.ice,,[Nature],[Fu_Stock],[0],[Access],[0],[Common_1],[0],[0]
