Data is laid out as follows:
Object Name JP (if known),Object Name EN (if known),Object Function,Animation type,category 1,category 2,object unhashed name,object hashed name,object _ex textures hashed name
,,none,motion_none,ground,ground,object/map_object/ob_1000_0532.ice,c5d8346cd3c7b20975b54690786d028d,2278597683a0c87f780d9072de7cfbc9
レトロランプ,Steampunk Lamp,none,motion_none,ground,deco,object/map_object/ob_1000_0533.ice,c9e27a1b18f66c4542177ae0d7ddbd1c,2b90ea083fb8e1baeb4186ce1b14fd6e
レトロポット,Steampunk Kettle,none,motion_none,ground,deco,object/map_object/ob_1000_0534.ice,9093f611950838c80c43ab0dd948ae80,3edaa6a1058ad6c3776aa4056b4ac78d
レトロカップ,Steampunk Cup,none,motion_none,ground,deco,object/map_object/ob_1000_0535.ice,55682c3221863874c5e78105d2f11335,3ed393c756cebe87c83dc1c87d88f7f9
レトロフラワー,Steampunk Flower,none,motion_none,ground,deco,object/map_object/ob_1000_0536.ice,a54e152d7c2e84ada772ec14eae998c4,db944413937b8db6f3a98d1debf60ecb
レトロスコープ,Steampunk Microscope,none,motion_none,ground,deco,object/map_object/ob_1000_0537.ice,ff44231e4457b7d9423c52196e85c5f3,de85ceec8b336c5f8e381895949abb76
レトロマスコット,Steampunk Mascot,none,motion_none,ground,deco,object/map_object/ob_1000_0538.ice,13905c12da97b571f5ef4e33b1de658c,03d04300dac431d83ddb9761aa9c01a1
レトロトースター,Steampunk Toaster,none,motion_none,ground,deco,object/map_object/ob_1000_0539.ice,9b3f2a80bd6230d7b84c67045fccad4b,3122226ce7d190fc6c2f70752a155727
レトロコンパス,Steampunk Compass,none,motion_none,ground,deco,object/map_object/ob_1000_0540.ice,081c0c7b62ca26fb6aa071956f591122,571aa5d3e8e7ce3fcd7b1390ae65c1f8
レトロセンプーキ,Steampunk Floor Fan,none,motion_none,ground,deco,object/map_object/ob_1000_0541.ice,c3c27bd13d6e019a14739e9e88d95a2c,fc992f3ea6ad96f1e52a181493f5307d
レトロサンプル,Steampunk Specimen,none,motion_none,ground,deco,object/map_object/ob_1000_0542.ice,e9aa9b48364fd016c8573b596e55419b,7b18c53bfb8ebe74ffbe24c85e825332
ファンシーベッド,Fancy Bed,motion,motion_sleeping,ground,ground,object/map_object/ob_1000_0543.ice,665978888a051f7f51d3c362b0f35e56,04254dcedb2fa91a242f8a2c5623653d
ファンシーローテーブル,Fancy Coffee Table,custmize,motion_none,ground,ground,object/map_object/ob_1000_0544.ice,080b26fccff3504ec4853e0babca368e,392bd867b7c026b332eba937548f7272
ファンシーチェア,Fancy Chair,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_0545.ice,80e08c02b0dd5ea1db427e7e77b6ffff,9a5f7ef80ecbed1a3abb4b4d180bc8cd
ファンシーキャビネット,Fancy Cabinet,custmize,motion_none,ground,ground,object/map_object/ob_1000_0546.ice,5c61c3890304720f12678653401b4f57,d95ac432d640d9b89a78945ccb9f9042
ファンシーシャンデリア,Fancy Chandelier,none,motion_none,ceiling,ground,object/map_object/ob_1000_0547.ice,3ce6f79cb17d532a82508a3a3e2f4839,6d37e83ca863b5241b79a9f5e88b82a7
ファンシーミニソファ,Fancy Mini Sofa,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_0548.ice,8bac71ce1b2873e664ca68d56b09f521,4a58578b677b3e57f202334d52ca3cad
ファンシーソファ,Fancy Sofa,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_0549.ice,c2dfeca19704471dc945e688f98ad3c5,6dad79df39a26b18492df9e0daeb0c5c
ファンシーラビット,Fancy Bunny,none,motion_none,ground,ground,object/map_object/ob_1000_0550.ice,9f2518558c20b1ca3d09c707d37d865c,5ed1480e1a8349923120981337fc1c50
ファンシースタンド,Fancy Floor Lamp,none,motion_none,ground,ground,object/map_object/ob_1000_0551.ice,b136a7faacbd9d476ae57e6cae5936ff,e12eda93ee5cd263c9b0b0a366ac405e
ファンシードレッサー,Fancy Dresser,custmize,motion_none,ground,ground,object/map_object/ob_1000_0552.ice,4ef1a0b3c7dc95edbe3e22be51548855,dd71e7b8a879ae3b6c4cbdfe77c52aea
ファンシーベッドB,Fancy Bed B,motion,motion_sleeping,ground,ground,object/map_object/ob_1000_0553.ice,726096d53bdbb0f79298bdd9422bb7b0,f6cf0cc0ef995e20a46486f7db594ef3
ファンシーローテーブルB,Fancy Coffee Table B,custmize,motion_none,ground,ground,object/map_object/ob_1000_0554.ice,dfa46af5237179951d629b69d3bd0aec,1633ca1a4674efae6c35505bd31eabab
ファンシーチェアB,Fancy Chair B,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_0555.ice,588feb690b38f6cba0aabb2e40e7fd46,c05bba13784eb4aa499ac162226cdb8b
ファンシーキャビネットB,Fancy Cabinet B,custmize,motion_none,ground,ground,object/map_object/ob_1000_0556.ice,14a12f33def332563b6ebe2cd46e3f01,f8b1fdf0cf1e6ad50dd80e42b5cb6fbf
ファンシーシャンデリアB,Fancy Chandelier B,none,motion_none,ceiling,ground,object/map_object/ob_1000_0557.ice,07c5ff06bdd2dac54c6f3a7548553f7b,d18e332d3489877c59917d6cb6a3b233
ファンシーミニソファB,Fancy Mini Sofa B,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_0558.ice,7520e56a7f55cd99c8f9603770b6df90,54696eaaa963523ee38dfe31d32716db
ファンシーソファB,Fancy Sofa B,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_0559.ice,10fe3fe4b33cddbe14878e9999073599,fdbafff1d6fb67cd3a6538f93e4db790
ファンシーラビットB,Fancy Bunny B,none,motion_none,ground,ground,object/map_object/ob_1000_0560.ice,a9efc34eccbe93f50f419537bb783632,77167cfa83500fee6abe0874b57bd610
ファンシースタンドB,Fancy Floor Lamp B,none,motion_none,ground,ground,object/map_object/ob_1000_0561.ice,9e1f05e2b0b8ef063ba7d17fbfa9eb4d,a1e4af2f57ecd9b612a52abcbc059e29
ファンシードレッサーB,Fancy Dresser B,custmize,motion_none,ground,ground,object/map_object/ob_1000_0562.ice,7d69ac8a065ba89a7ed90e03b707e6f9,ba98d8aca22c5902b509251fcbc7b394
ファンシーベッドC,Fancy Bed C,motion,motion_sleeping,ground,ground,object/map_object/ob_1000_0563.ice,1b768e9702c8caf1eb021ac9060c3a68,baf3edec37c968ecbf5180ce829f61fd
ファンシーローテーブルC,Fancy Coffee Table C,custmize,motion_none,ground,ground,object/map_object/ob_1000_0564.ice,e42d04a3a3e07680a0d70c5b184d9894,360a459c665477ae6806d73a72f4010c
ファンシーチェアC,Fancy Chair C,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_0565.ice,6f97e67a4c5a9af22f0e979fcdb9d6fb,2f28d19d92761ac8b93120cbcbdd9ed0
ファンシーキャビネットC,Fancy Cabinet C,custmize,motion_none,ground,ground,object/map_object/ob_1000_0566.ice,64f6c6262b69d5e580825b6d76e198ff,00f44ee1525dfddf190e4d38afe4cb1a
ファンシーシャンデリアC,Fancy Chandelier C,none,motion_none,ceiling,ground,object/map_object/ob_1000_0567.ice,cb3b62e644194879a73118226534f1d5,b764fe722eeba6f16a07fc6d7cacf587
ファンシーミニソファC,Fancy Mini Sofa C,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_0568.ice,c523850ccb9355461301a7b3de04e09d,db3ee3aba9c096ac586d3f4fbf68357c
ファンシーソファC,Fancy Sofa C,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_0569.ice,cdd105ce38d6fc78051fbce8dfc70a16,651014d5b3ffc94ff5739fef933b3f96
ファンシーラビットC,Fancy Bunny C,none,motion_none,ground,ground,object/map_object/ob_1000_0570.ice,1e5791739454a276569b19fd37e4318a,bcc2170c41f73bbe4b9ad51fc22bd455
ファンシースタンドC,Fancy Floor Lamp C,none,motion_none,ground,ground,object/map_object/ob_1000_0571.ice,a059b5ac048c85a06ba4372e6f9913bd,014d7080f0bb1a152ade126e186becab
ファンシードレッサーC,Fancy Dresser C,custmize,motion_none,ground,ground,object/map_object/ob_1000_0572.ice,9a47b4eaf2b9f89f6de5b48b8a4125fd,88e99d5f92a4f953d2e8e619f138dc4f
ファンシーティーセット,Fancy Tea Set,none,motion_none,ground,deco,object/map_object/ob_1000_0573.ice,a0cfc51bf97538e9d67135a7257cbc07,aee266331cba2154bf253ce185e3efb4
ファンシージュエルケース,Fancy Jewelry Box,none,motion_none,ground,deco,object/map_object/ob_1000_0574.ice,65d54681121d3bdb056e987c6e74bc4c,1b724e8813bb71c6d2ca3a45125d33b5
ファンシーバニティケース,Fancy Vanity Case,none,motion_none,ground,deco,object/map_object/ob_1000_0575.ice,ce530012c26a8fff304d58a5c2463496,e88599521b9c58df753668603bc5d2b4
ファンシーベア,Fancy Teddy,none,motion_none,ground,deco,object/map_object/ob_1000_0576.ice,2b419e96171b996917896d88eca18dac,6b52d36dfea480b6ce9c51862a0dfe80
ファンシーフラワー,Fancy Flowers,none,motion_none,ground,deco,object/map_object/ob_1000_0577.ice,413f903f548f7d16320b54621a2180ca,099790163ab767c85239bf8b4a5bee73
ファンシーケージ,Fancy Birdcage,none,motion_none,ground,deco,object/map_object/ob_1000_0578.ice,48eac984e54be8f2b68147e3ba22f3d2,59d92ddaffb0b84353e899d6cf7c7377
ファンシーミニライト,Fancy Mini Lamp,none,motion_none,ground,deco,object/map_object/ob_1000_0579.ice,9ddfa891d0cc8319fda809262c860279,2aea96dfae14f1aa20693500710606e9
ファンシーブック,Fancy Books,none,motion_none,ground,deco,object/map_object/ob_1000_0580.ice,5fc6a79ccc5ec7881f7c856fd173077b,cc638e794daecd51ef9c410e3160ab38
ファンシーバスケット,Fancy Basket,none,motion_none,ground,deco,object/map_object/ob_1000_0581.ice,e091e3c716aa564a0a79581c4476c696,6aa4f0e3e1d20a136e3f524043e618c2
ファンシーキャンドル,Fancy Candles,none,motion_none,ground,deco,object/map_object/ob_1000_0582.ice,6b83e8d6de2446988025ef7020b451bb,3a12cc0a54c41fd9b9d1aa4441413e1b
オールドベッド,Retro Bed,motion,motion_sleeping,ground,ground,object/map_object/ob_1000_0583.ice,011cf24308d69ea4c5463a0f9066aad5,35a3898dbbd6a2a71702657156d80e1f
オールドテーブル,Retro Table,custmize,motion_none,ground,ground,object/map_object/ob_1000_0584.ice,61ffa4a74761682d224a5cd267d8c113,557f38d74578d7308bb80aaeae213798
オールドチェア,Retro Chair,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_0585.ice,08f562452c49f0a61df87d7a2cc939b7,966469440f19b869cabfb7863f565f8a
オールドシェルフ,Retro Shelf,custmize,motion_none,ground,ground,object/map_object/ob_1000_0586.ice,5686c272fe9559f262e67c43818f0453,68b418135656f2d80074c2939e684ccf
オールドライト,Retro Lighting,none,motion_none,ceiling,ground,object/map_object/ob_1000_0587.ice,903cbd39b3912f22d83fca1b2ba3ddbe,91e5962b7aba62b2b982e13051fa5865
オールドベンチ,Retro Bench,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_0588.ice,876296290b451306ce716ff258ad90b9,274f803ead3857ded7ae973a43d021c8
オールドテレビ,Retro TV,none,motion_none,ground,ground,object/map_object/ob_1000_0589.ice,93a024aaff932f5f0766ec3de6f1538e,35f45e25b157c6fe2f74398e151e6aee
オールドキッチン,Retro Kitchen,custmize,motion_none,wall,ground,object/map_object/ob_1000_0590.ice,2404b6bf4df7bae658598c18332b1131,ff6a814b268e6dc549da3ba6559d6a5b
オールドガスポンプ,Retro Gas Pump,none,motion_none,ground,ground,object/map_object/ob_1000_0591.ice,7546c9667df9f0c4415320a92b0a9868,a188dbff80c230ea950b4a0c3d6425b7
オールドリフリジレイター,Retro Refrigerator,none,motion_none,ground,ground,object/map_object/ob_1000_0592.ice,e1f2329331c0b8bc26d1e758aa9f6a13,89dee3120681aff775a06d2a8e33e35f
オールドベッドB,Retro Bed B,motion,motion_sleeping,ground,ground,object/map_object/ob_1000_0593.ice,8c004a6b7c5695681e3d90267619c86f,7219f3cf954052850c8cbca1977af1f5
オールドテーブルB,Retro Table B,custmize,motion_none,ground,ground,object/map_object/ob_1000_0594.ice,28c021efee5f7261ef958a9a7b941d3c,f41bcea6e08ae789c2f1479a20a9fc9d
オールドチェアB,Retro Chair B,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_0595.ice,03883f0518e230971eef24565716e72a,9101c0a80da21c3424b83b84377a1cf8
オールドシェルフB,Retro Shelf B,custmize,motion_none,ground,ground,object/map_object/ob_1000_0596.ice,aea28e8121f063a51354cb6df1e2bd19,9dce157cd152a9eb222dcb6e5548a3eb
オールドライトB,Retro Lighting B,none,motion_none,ceiling,ground,object/map_object/ob_1000_0597.ice,a1214a97f5e8c02368571b74bfa03c28,1fe0407628f7fc3270a1ac994dcb2e0f
オールドベンチB,Retro Bench B,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_0598.ice,d137bfea5f38225038ab155ddf268347,a37700ceba329e1d9ae2c7b06cd4aa4d
オールドテレビB,Retro TV B,none,motion_none,ground,ground,object/map_object/ob_1000_0599.ice,39428a8207f7b71bce8fe64f19490fb0,3e398ec30499b1d1caaaf086229c9498
オールドキッチンB,Retro Kitchen B,custmize,motion_none,wall,ground,object/map_object/ob_1000_0600.ice,217e44932b59951c6d83a6e5ed5bfd7b,98d3ef259962cb1595b2bc487b280245
オールドガスポンプB,Retro Gas Pump B,none,motion_none,ground,ground,object/map_object/ob_1000_0601.ice,8e482e2bfb19894fd2947d216a67d357,577432b267d88b550ceb4eefd5380f3e
オールドリフリジレイターB,Retro Refrigerator B,none,motion_none,ground,ground,object/map_object/ob_1000_0602.ice,d37320ced6042305237c71da9cbeda56,e26574037fd0221e0bc682de66d51a47
オールドベッドC,Retro Bed C,motion,motion_sleeping,ground,ground,object/map_object/ob_1000_0603.ice,66038cfa71d9921653d54fd11f2fcac6,c6689a9d0ff3a692fef7c706a6ea8e11
オールドテーブルC,Retro Table C,custmize,motion_none,ground,ground,object/map_object/ob_1000_0604.ice,688743f268cf21170433687d5774f91f,0f36a1dcd8190e9dbad9d13f78dca598
オールドチェアC,Retro Chair C,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_0605.ice,d30c0cd361d7801286aa231ae3f0b36a,a2ca44290ec7dacf23a663d20218c446
オールドシェルフC,Retro Shelf C,custmize,motion_none,ground,ground,object/map_object/ob_1000_0606.ice,16948a20b0824960329bf5cb0ac61466,3f518af1b3b84d0f74f5cf3f118b3e9c
オールドライトC,Retro Lighting C,none,motion_none,ceiling,ground,object/map_object/ob_1000_0607.ice,a818b48f276b2c806ee37c76b263fefd,2ea65b9cc792eeab16b1eb70d59e5c34
オールドベンチC,Retro Bench C,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_0608.ice,e3fa5babd484de33ded83509560d302f,c23657788c66022cc3f56ce02e9ea31e
オールドテレビC,Retro TV C,none,motion_none,ground,ground,object/map_object/ob_1000_0609.ice,9d7bdaebc53bbc821db9dccc38d5afe1,37246ba6f7a3b698a84034eeb6b9408e
オールドキッチンC,Retro Kitchen C,custmize,motion_none,wall,ground,object/map_object/ob_1000_0610.ice,65346c0e860bf181c358e093bc5f9582,ee207aa895596198b3058e541c9cbb55
オールドガスポンプC,Retro Gas Pump C,none,motion_none,ground,ground,object/map_object/ob_1000_0611.ice,9f2d4d46237aff88c2bcfd9a936ea7a2,82fb05c744f226b256c569d86d6a98a7
オールドリフリジレイターC,Retro Refrigerator C,none,motion_none,ground,ground,object/map_object/ob_1000_0612.ice,8c7eab4c52fc2886cb46ae562b22fd74,32113470d5009186e9f97888815559e0
オールドラジオ,Retro Radio,none,motion_none,ground,deco,object/map_object/ob_1000_0613.ice,ac5b82d16008c430de9fc69fa68f9400,7c7613b9687b86b68fbcbd33e964cbc5
オールドローラースケート,Retro Roller Skates,none,motion_none,ground,deco,object/map_object/ob_1000_0614.ice,43f7ca3acf49dde8fb1353ebff045f9f,9d99f68a31f4a804f6448e2c35ca5763
オールドパフェ,Retro Sundae,none,motion_none,ground,deco,object/map_object/ob_1000_0615.ice,3d78f5255f2e0b87194b60e8aabd8407,1e57daa6153081916ad9945610eb30ae
フラミンゴの置物,Pink Flamingo Ornament,none,motion_none,ground,deco,object/map_object/ob_1000_0616.ice,31a4e8a98f00b04d09c2d979b80d2db6,388fa8b12ca9f652104d8d737136abd0
オールドフォン,Retro Phone,none,motion_none,ground,deco,object/map_object/ob_1000_0617.ice,5fe53c3ee12dae0aae275c8ab63fa96a,2082f40b116a2f3313260df76f9b4b4c
オールドスーパーカー,Retro Super Car,none,motion_none,ground,deco,object/map_object/ob_1000_0618.ice,3ea445e46fb941b27854a14eb6484515,a6d8d5c642ae45c26b7bacbce4b2a0bc
オールドタイプライター,Retro Typewriter,none,motion_none,ground,deco,object/map_object/ob_1000_0619.ice,c857d91d485e139cc43b5acff239205d,fd16b00c582fb4369ff13bc4705493d8
トランク型レコード,Suitcase Record Player,none,motion_none,ground,deco,object/map_object/ob_1000_0620.ice,29f6d9109b1da55ba65e9ba555621eff,7fb36b54b08ad40efd1d6842a619fc64
ネオンサインスタンド,Neon Sign Stand,none,motion_none,ground,deco,object/map_object/ob_1000_0621.ice,924b2c540c9caacd655ce2e0a887710d,ff05c2cb6e9827cd984585f85bf963df
オールドランプ,Retro Lamp,none,motion_none,ground,deco,object/map_object/ob_1000_0622.ice,c774b5ef1e280d95fa6ca09e2817add0,cc639ccb77b4ce3914ee594ff3da396b
トロピカルフラワー,Tropical Flower,none,motion_none,wall,ground,object/map_object/ob_1000_0623.ice,f7487321b63ea2fdcbb045247737366b,5f5deb220649c741a662eba96e15de0a
パームツリー,Palm Tree,none,motion_none,ground,ground,object/map_object/ob_1000_0624.ice,08bc674dbd088089a3182fc3fde6d137,d8ad5342307084e69b7710c3d29b2498
ウォパルピラー,Wopal Pillar,none,motion_none,ground,ground,object/map_object/ob_1000_0625.ice,c5c54525852078b4ae6a4e981811cea0,fcf36682c47646fbe4ee9cf3c3795025
ワンダートーテム,Wonder Totem,none,motion_none,ground,ground,object/map_object/ob_1000_0626.ice,c069b21b6bf44bf3ae06f9d8d36ad9a5,6fe9e293f4827b58e9c420b9f29be1bd
リリーパテント,Lillipan Tent,none,motion_none,ground,ground,object/map_object/ob_1000_0627.ice,ce852adbcad52857514ed654bc8512ac,01f1174ddbdc1136bdd964b23188a269
ウォータータワー,Water Tower,none,motion_none,ground,deco,object/map_object/ob_1000_0628.ice,fea29bc1bdab00f64eeda2aef74ef901,920e7a14b55eb8e645729b9d8ac6234f
,,race_machine,motion_none,ground,ground,object/map_object/ob_1000_0629.ice,3f5ec06c4da7a1192550866514e67f88,b18b2e99aa8f11d2afae1a8222b02a61
,,craft_common,motion_none,wall,ground,object/map_object/ob_1000_0630.ice,918a7a9effc767421dc0ad68c15bb6d8,beb884881799a6ffae18b77c371a2b8b
,,craft_extend,motion_none,ground,ground,object/map_object/ob_1000_0631.ice,072fb0ae55a0a07c1817294d922d4b83,951c4be54ae7149473745378ea17c87c
,,craft_extend,motion_none,ground,ground,object/map_object/ob_1000_0632.ice,46f5f034095ece99bacd731996bbcced,e68c9bda70b0c741997b2e909ea4d98f
,,craft_extend,motion_none,ground,ground,object/map_object/ob_1000_0633.ice,ab6e13cb586ff57e7199f9e0bae0f638,6384fb2f9f945d5bdb8877d2eb048783
,,craft_extend,motion_none,ground,ground,object/map_object/ob_1000_0634.ice,e910dad0682d073164f38cd9f7c99da9,511d5828e30fab4a39f8a6e2df224762
,,craft_extend,motion_none,ground,ground,object/map_object/ob_1000_0635.ice,3e709d404505ed92ce792ed5ea1e2175,39127e3f28c5174e25a5defd4d86e703
,,craft_technic,motion_none,ground,ground,object/map_object/ob_1000_0636.ice,6fd5092844cb1fb448d1397a8dda512a,46b3cddfcd6b5dc32f56ac76cf922181
,,craft_technic,motion_none,ground,ground,object/map_object/ob_1000_0637.ice,692d20fa5b1e91fff45a14997298936e,f2f3d05263739a3b3b40eaf33ca91cbc
,,craft_technic,motion_none,ground,ground,object/map_object/ob_1000_0638.ice,fa977460cf860253ccd7fd7a238586a0,57c206580c65cc5c45ee7773e38ad632
,,craft_technic,motion_none,ground,ground,object/map_object/ob_1000_0639.ice,cd7355330b6f14c625235fa09adec187,4ebb0507235cbd99f1d088a6ea732294
,,craft_technic,motion_none,ground,ground,object/map_object/ob_1000_0640.ice,399634285e5a068c3f8cb7ed00cf3411,b86aa3918718a9d99a0ade299d128eb5
,,craft_decomposition,motion_none,ground,ground,object/map_object/ob_1000_0641.ice,dcb73d5b06bba67ce6fddf28a091cde0,d6a22d7c103e14968c63939da9be1887
,,craft_order,motion_none,ground,ground,object/map_object/ob_1000_0642.ice,2a41408d3e0dbf7ab978f33f1334a658,3150dfdacd954f4315afcdf3397e74c8
,,present_box,motion_none,ground,ground,object/map_object/ob_1000_0643.ice,6370da84ea0d04b896d81db9e3a19335,dd182d841a72b6fa75f13d133ba11288
リリーパチェア,Lillipan Chair,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_0644.ice,0d986c2c38aa4ec7953814411c62ee2f
ラッピーベッド,Rappy Bed,motion,motion_sleeping,ground,ground,object/map_object/ob_1000_0645.ice,ca4f016718dcc6ab070228ad7a293c52
オッソリアバスタブ,Ossoria Bathtub,motion,motion_bathe,ground,ground,object/map_object/ob_1000_0646.ice,cdb5ff58388bba6fee3b09e4cbdf9eba,88889f833d7e880d7cb5d95ea7cd9282
スイートショコラ,Chocolat Doux,none,motion_none,ground,deco,object/map_object/ob_1000_0647.ice,c02844af9df5db8d9416792fce502096,f66f44dc1db0a70a7a75d04c04f411f1
,,none,motion_none,ground,deco,object/map_object/ob_1000_0648.ice,fa6a1f6c64431626049302b2a84c6dae
ハートフルクッション,Heartful Pillow,none,motion_none,ground,ground,object/map_object/ob_1000_0649.ice,230e27f651ae993c011b46ae67999948
